sysname	chr	type	start	stop	orientation	genename	RNAseq_Brar_00_EXP	RNAseq_Brar_01_preMeiosis	RNAseq_Brar_02_DNArep	RNAseq_Brar_03_LepZyg	RNAseq_Brar_04_PachDip	RNAseq_Brar_05_Met1	RNAseq_Brar_06_Ana1	RNAseq_Brar_07_Met2	xRNAseq_Brar_08_Ana2	RNAseq_Brar_09_SporeEarly	RNAseq_Brar_10_SporeLate
YAL014C	1	gene	128252	129019	-	SYN8	27.6	63.2	44.3	44.3	49	46.8	39.2	38.3	37.7	74.7	49.6
YAL014C_mRNA	1	mRNA	128252	129019	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1	CDS	129270	130487	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YAL013W	1	gene	129270	130487	+	DEP1	18.5	48.5	24	20.8	29	40.8	20.8	23.2	25.5	48.1	30.9
YAL013W_mRNA	1	mRNA	129270	130487	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1	region	130799	131983	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1	CDS	130799	131983	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YAL012W	1	gene	130799	131983	+	CYS3	93.4	129.9	26.6	30.1	29.1	33.6	23.9	13.4	15.8	35.1	85.4
YAL012W_mRNA	1	mRNA	130799	131983	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1	CDS	132199	134076	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YAL011W	1	gene	132199	134076	+	SWC3	11.1	18.1	11.2	13.8	12.6	17.4	9.6	8.3	8.6	15.7	29.7
YAL011W_mRNA	1	mRNA	132199	134076	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1	CDS	134184	135665	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YAL010C	1	gene	134184	135665	-	MDM10	23.5	27	43.6	39	28.3	25.4	9.6	9.4	4.8	5.1	11.2
YAL010C_mRNA	1	mRNA	134184	135665	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1	CDS	135854	136633	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YAL009W	1	gene	135854	136633	+	SPO7	63.5	100.2	138.2	101.8	71.4	49.7	23.7	30.4	15.7	15	33.9
YAL009W_mRNA	1	mRNA	135854	136633	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1	CDS	136914	137510	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YAL008W	1	gene	136914	137510	+	FUN14	22.7	150.8	141.7	177.1	210.7	114.3	61.2	85.5	71.8	108.2	184.9
YAL008W_mRNA	1	mRNA	136914	137510	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1	CDS	137698	138345	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YAL007C	1	gene	137698	138345	-	ERP2	225.5	92.5	217.6	177.7	142.6	91.6	49.8	36.6	20.1	25.7	67.4
YAL007C_mRNA	1	mRNA	137698	138345	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YALCdelta2	1	long_terminal_repeat	138831	138992	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1	noncoding_exon	139152	139187	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tP%28UGG%29A	1	tRNA_gene	139152	139254	+	TRN1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1	intron	139188	139218	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1	noncoding_exon	139219	139254	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1	CDS	139503	141431	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YAL005C	1	gene	139503	141431	-	SSA1	38.8	282.2	164.1	242.8	361.2	479.3	337	288	555	232.7	270.8
YAL005C_mRNA	1	mRNA	139503	141431	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1	CDS	140760	141407	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YAL004W	1	gene	140760	141407	+	Dubious_ORF	0.1	0	0	0	0	0	0	0.1	0	0	0
YAL004W_mRNA	1	mRNA	140760	141407	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1	CDS	142174	142253	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YAL003W	1	gene	142174	143160	+	EFB1	2958	1495.4	919.7	893	560.2	506.4	397.9	294.7	238.4	454.3	791.2
YAL003W_mRNA	1	mRNA	142174	143160	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1	intron	142254	142619	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1	noncoding_exon	142367	142468	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snR18	1	snoRNA_gene	142367	142468	+	SNR18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1	CDS	142620	143160	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1	CDS	143707	147531	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YAL002W	1	gene	143707	147531	+	VPS8	6.8	8.8	9.9	10.9	8.7	7.7	5.2	4.5	5.1	11	18.5
YAL002W_mRNA	1	mRNA	143707	147531	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARS108	1	ARS	147398	147717	.		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1	CDS	147594	151006	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YAL001C	1	gene	147594	151166	-	TFC3	20.7	43.8	61.4	50.9	32.5	23.8	20.5	64.5	61.3	106.3	77.6
YAL001C_mRNA	1	mRNA	147594	151166	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1	intron	151007	151096	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1	CDS	151097	151166	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1	centromere_DNA_Element_I	151465	151474	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CEN1	1	centromere	151465	151582	+	CEN1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1	centromere_DNA_Element_II	151475	151557	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1	centromere_DNA_Element_III	151558	151582	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1	CDS	152257	153876	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YAR002W	1	gene	152257	153876	+	NUP60	79.3	46.5	68.1	59.8	47.6	43	15.9	18.8	10.3	12.9	65.3
YAR002W_mRNA	1	mRNA	152257	153876	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1	CDS	154065	154724	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YAR002C-A	1	gene	154065	154724	-	ERP1	356.4	217.5	524	433.5	331.7	232.4	172	235.3	275.8	260.3	214
YAR002C-A_mRNA	1	mRNA	154065	154724	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1	CDS	155005	156285	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YAR003W	1	gene	155005	156285	+	SWD1	64.1	70	144.5	132.8	133.5	116.9	157.9	240.8	148.9	75.6	103.7
YAR003W_mRNA	1	mRNA	155005	156285	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1	CDS	156754	158619	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YAR007C	1	gene	156754	158619	-	RFA1	49.5	111.9	290.9	231.9	232.6	170.4	86.7	57.7	31.9	23.7	85.3
YAR007C_mRNA	1	mRNA	156754	158619	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1	CDS	158966	159793	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YAR008W	1	gene	158966	159793	+	SEN34	73	104.7	211.1	156.2	112.3	49.7	25.4	28.2	17.8	15.5	91.1
YAR008W_mRNA	1	mRNA	158966	159793	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARS109	1	ARS	159907	160127	.	ARS101	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARS109_ARS_consensus_sequence_1	1	ARS_consensus_sequence	159935	159945	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARS109_ARS_consensus_sequence_2	1	ARS_consensus_sequence	159952	159966	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YARCdelta3	1	long_terminal_repeat	160105	160237	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YARCdelta4	1	long_terminal_repeat	160238	160574	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YARCTy1-1	1	LTR_retrotransposon	160238	166162	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1	CDS	160597	164187	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YAR009C	1	transposable_element_gene	160597	164187	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1	CDS	164544	165866	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YAR010C	1	transposable_element_gene	164544	165866	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YARCdelta5	1	long_terminal_repeat	165826	166162	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1	noncoding_exon	166267	166339	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tA%28UGC%29A	1	tRNA_gene	166267	166339	+	TGA1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1	CDS	166742	168871	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YAR014C	1	gene	166742	168871	-	BUD14	43	51.9	52	55.4	42	32.6	16.1	12.2	11.4	34.9	46.4
YAR014C_mRNA	1	mRNA	166742	168871	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1	region	169375	170295	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1	CDS	169375	170295	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YAR015W	1	gene	169375	170295	+	ADE1	519.6	636.3	552.7	431.1	218.3	148.9	112.9	57.7	51.3	72.9	204.8
YAR015W_mRNA	1	mRNA	169375	170295	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1	CDS	170396	171703	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YAR018C	1	gene	170396	171703	-	KIN3	27.9	12	16.3	18.7	13.4	10.7	32.8	24.7	17.3	11.6	6.5
YAR018C_mRNA	1	mRNA	170396	171703	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1	CDS	172211	175135	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YAR019C	1	gene	172211	175135	-	CDC15	7.1	19.8	21.1	21.7	33.9	52.9	40.9	32.8	26.5	7.6	22.5
YAR019C_mRNA	1	mRNA	172211	175135	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1	CDS	174998	175330	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YAR019W-A	1	gene	174998	175330	+	Dubious_ORF	2.5	2.8	1.8	0.9	1.9	1.5	1.2	3.8	3.9	0.7	7.1
YAR019W-A_mRNA	1	mRNA	174998	175330	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARS110	1	ARS	176157	176404	.	ARS110	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARS110_ARS_consensus_sequence	1	ARS_consensus_sequence	176232	176248	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1	CDS	176856	177023	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YAR020C	1	gene	176856	177023	-	PAU7	4.8	2.5	15.1	11.8	19.2	6.6	5.5	10.5	9.6	7.6	20.3
YAR020C_mRNA	1	mRNA	176856	177023	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1	CDS	179281	179820	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YAR023C	1	gene	179281	179820	-	Dubious_ORF	20.6	153.8	148.8	135.1	125	55	36.7	43.9	27.4	19.9	51.5
YAR023C_mRNA	1	mRNA	179281	179820	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1	noncoding_exon	181141	181178	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tL%28CAA%29A	1	tRNA_gene	181141	181254	+	SUP56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1	intron	181179	181210	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1	noncoding_exon	181211	181254	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1	noncoding_exon	182522	182603	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tS%28AGA%29A	1	tRNA_gene	182522	182603	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YARWsigma1	1	long_terminal_repeat	182620	182959	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YARWdelta6	1	long_terminal_repeat	183142	183474	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1	CDS	183770	184477	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YAR027W	1	gene	183770	184477	+	UIP3	42.6	351.3	144.7	212.9	105	46	34	37	17.6	55.2	46.3
YAR027W_mRNA	1	mRNA	183770	184477	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1	CDS	184892	185596	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YAR028W	1	gene	184892	185596	+	Dubious_ORF	95.8	56.7	29.9	45.8	71.2	58.7	90.2	204.3	129.5	55.8	62.1
YAR028W_mRNA	1	mRNA	184892	185596	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1	CDS	186321	186545	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YAR029W	1	gene	186321	186545	+	Dubious_ORF	53	19.1	3.5	27.7	77.4	60.3	114.8	137.2	92.1	63.6	94.3
YAR029W_mRNA	1	mRNA	186321	186545	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1	CDS	186512	186853	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YAR030C	1	gene	186512	186853	-	Dubious_ORF	1.8	1.2	5.1	4.1	8.2	3.8	1.3	5.8	3	10.4	3.8
YAR030C_mRNA	1	mRNA	186512	186853	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1	CDS	186836	187732	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YAR031W	1	gene	186836	187732	+	PRM9	4.1	1.7	2	4.1	7.1	8.4	2	5.4	5.3	5.7	1.9
YAR031W_mRNA	1	mRNA	186836	187732	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1	CDS	188107	188811	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YAR033W	1	gene	188107	188811	+	MST28	29.2	10.8	13.3	21.6	22.8	13.7	9.8	9.9	22.7	27.4	47.7
YAR033W_mRNA	1	mRNA	188107	188811	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YARWdelta7	1	long_terminal_repeat	189426	189757	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1	CDS	190193	192256	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YAR035W	1	gene	190193	192256	+	YAT1	0.3	145.2	219.9	167.4	200.8	303.7	129.1	71.4	50.7	63.7	51.8
YAR035W_mRNA	1	mRNA	190193	192256	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1	CDS	192337	192417	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YAR035C-A	1	gene	192337	192417	-	Dubious_ORF	0	0	0	0	0	3.2	0	2.1	1.8	0	0
YAR035C-A_mRNA	1	mRNA	192337	192417	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1	CDS	192619	196185	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YAR042W	1	gene	192619	196185	+	SWH1	13.2	32.5	25.7	30.4	40.5	47	41.6	52.2	62	41.6	65.6
YAR042W_mRNA	1	mRNA	192619	196185	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1	CDS	201467	201787	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YAR047C	1	gene	201467	201787	-	Dubious_ORF	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YAR047C_mRNA	1	mRNA	201467	201787	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1	CDS	203403	208016	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YAR050W	1	gene	203403	208016	+	FLO1	21	6.8	4	3.6	3.1	3.7	6.9	2.5	12.3	1.3	15.2
YAR050W_mRNA	1	mRNA	203403	208016	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1	CDS	208367	208663	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YAR053W	1	gene	208367	208663	+	Dubious_ORF	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YAR053W_mRNA	1	mRNA	208367	208663	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YARCdelta8	1	long_terminal_repeat	209448	209778	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARS111	1	ARS	214888	215644	.		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARS111_ARS_consensus_sequence	1	ARS_consensus_sequence	215012	215028	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1	CDS	217157	217492	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YAR060C	1	gene	217157	217492	-	Dubious_ORF	NA	0	0	0	0	0	0	0	NA	0	NA
YAR060C_mRNA	1	mRNA	217157	217492	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YAR061W	1	pseudogene	218140	219145	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1	CDS	220198	220497	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YAR064W	1	gene	220198	220497	+	Dubious_ORF	0	0.8	0	0	0.4	0.9	0	0	2.3	0.8	2
YAR064W_mRNA	1	mRNA	220198	220497	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1	CDS	221049	221660	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YAR066W	1	gene	221049	221660	+	Dubious_ORF	20.7	1.8	5.2	4.8	6	11.1	8.4	5.3	33.6	1.9	13.6
YAR066W_mRNA	1	mRNA	221049	221660	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1	CDS	222406	222891	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YAR068W	1	gene	222406	222891	+	Dubious_ORF	27.8	2.5	7.2	9	15.1	28.4	22.1	11.1	36.1	8.8	51.9
YAR068W_mRNA	1	mRNA	222406	222891	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARS112	1	ARS	222880	224046	.		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1	CDS	224011	224304	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YAR069C	1	gene	224011	224304	-	Dubious_ORF	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YAR069C_mRNA	1	mRNA	224011	224304	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1	CDS	224563	224862	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YAR070C	1	gene	224563	224862	-	Dubious_ORF	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YAR070C_mRNA	1	mRNA	224563	224862	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1	region	225460	226863	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1	CDS	225460	226863	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YAR071W	1	gene	225460	226863	+	PHO11	15.8	17.8	14.5	11.4	7	13.7	5.4	4.6	21	7.9	112.1
YAR071W_mRNA	1	mRNA	225460	226863	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1	CDS	227742	228953	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YAR073W	1	gene	227742	228953	+	IMD1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YAR073W_mRNA	1	mRNA	227742	228953	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1	CDS	228844	229317	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YAR075W	1	gene	228844	229317	+	Dubious_ORF	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YAR075W_mRNA	1	mRNA	228844	229317	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TEL01R	1	telomere	229411	230218	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TEL01R_X_element	1	X_element	229411	229871	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TEL01R_telomeric_repeat	1	telomeric_repeat	230121	230218	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10	10	chromosome	1	745751	.		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TEL10L	10	telomere	1	7767	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TEL10L_telomeric_repeat	10	telomeric_repeat	1	60	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TEL10L_Y_prime_element	10	Y_prime_element	61	6931	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARS1001	10	ARS	65	577	.		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	10	CDS	466	4581	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YJL225C	10	gene	466	6130	-	Dubious_ORF	9	0.6	1.1	0.2	0.2	0.3	0.3	0.3	6.9	0	15
YJL225C_mRNA	10	mRNA	466	6130	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	10	CDS	829	1311	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YJL225W-A	10	gene	829	1311	+	Dubious_ORF	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YJL225W-A_mRNA	10	mRNA	829	1311	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	10	intron	4582	4969	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	10	CDS	4970	6130	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TEL10L_X_element_combinatorial_repeat	10	X_element_combinatorial_repeat	6932	7304	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TEL10L_X_element	10	X_element	7305	7767	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARS1002	10	ARS	7445	7943	.		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	10	CDS	8776	9138	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YJL223C	10	gene	8776	9138	-	PAU1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YJL223C_mRNA	10	mRNA	8776	9138	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	10	CDS	9346	9483	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YJL222W-B	10	gene	9346	9483	+	Dubious_ORF	NA	0	0	0	0	0	0	0	NA	0	NA
YJL222W-B_mRNA	10	mRNA	9346	9483	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	10	CDS	9452	9679	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YJL222W-A	10	gene	9452	9679	+	Dubious_ORF	0	0	0	0	0	0	0	0	1	0	1.7
YJL222W-A_mRNA	10	mRNA	9452	9679	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	10	CDS	11475	16124	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YJL222W	10	gene	11475	16124	+	VTH2	25.8	7.8	8.7	7.2	5	3.3	2.2	3	11.8	7.7	18
YJL222W_mRNA	10	mRNA	11475	16124	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARS1003	10	ARS	16124	16762	.		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	10	CDS	16767	18536	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YJL221C	10	gene	16767	18536	-	IMA4	5.4	5.2	10.7	6.3	6.1	3.7	2.4	5.8	20.1	4.8	18
YJL221C_mRNA	10	mRNA	16767	18536	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	10	CDS	18243	18695	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YJL220W	10	gene	18243	18695	+	Dubious_ORF	0	0	0	0	0	0	0	0	0	0	0
YJL220W_mRNA	10	mRNA	18243	18695	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	10	CDS	19497	21200	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YJL219W	10	gene	19497	21200	+	HXT9	2	1.3	2.4	1.5	2.7	2.6	4.5	7.9	19.6	5.7	9.8
YJL219W_mRNA	10	mRNA	19497	21200	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	10	CDS	21973	22563	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YJL218W	10	gene	21973	22563	+	Dubious_ORF	46	24.7	140.8	124.7	121.5	77.1	96.8	87.4	81.6	46.8	26.2
YJL218W_mRNA	10	mRNA	21973	22563	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	10	CDS	23133	23729	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YJL217W	10	gene	23133	23729	+	REE1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YJL217W_mRNA	10	mRNA	23133	23729	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARS1004	10	ARS	23662	24158	.		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARS1004_ARS_consensus_sequence	10	ARS_consensus_sequence	23819	23835	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	10	CDS	24341	26086	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YJL216C	10	gene	24341	26086	-	IMA5	4.9	1.2	5.8	6.1	11.2	15.2	45.5	32.5	29.9	26.3	18.5
YJL216C_mRNA	10	mRNA	24341	26086	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	10	CDS	26412	26771	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YJL215C	10	gene	26412	26771	-	Dubious_ORF	4.2	0	10.1	12.6	16.2	26.1	32.3	33.7	47.8	35.2	11.5
YJL215C_mRNA	10	mRNA	26412	26771	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	10	CDS	26887	28596	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
